,title,authors,language,categories,averageRating,maturityRating,publisher,publishedDate,pageCount
0,Sammy Keyes and the Art of Deception,['Wendelin Van Draanen'],en,['Juvenile Fiction'],4.0,NOT_MATURE,Yearling,2009-01-16,304.0
